Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,连云港东,----,16:15,00:00,-
2,连云港,16:43,16:46,00:28,-
3,东海县,17:12,17:16,00:54,60
4,新沂,17:47,17:51,01:25,101
5,邳州,18:17,18:29,01:51,138
6,徐州,19:40,19:52,03:02,210
7,黄口,20:27,20:30,03:37,259
8,砀山,20:55,21:00,04:02,293
9,虞城县,21:34,21:38,04:36,336
10,商丘,21:53,22:05,04:51,356
11,兰考,23:01,23:04,05:47,444
12,开封,23:35,23:38,06:18,487
13,郑州,00:24,00:44,07:04,559
14,洛阳,02:16,02:22,08:36,683
15,华山,06:22,06:24,12:36,947
16,渭南,07:14,07:16,13:26,1014
17,西安,08:04,08:14,14:14,1070
18,咸阳,08:33,08:43,14:33,1093
19,杨陵,09:22,09:26,15:12,1155
20,蔡家坡,09:55,09:58,15:41,1200
21,宝鸡,10:36,10:36,16:19,1210
