Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,08:25,00:00,-
2,嘉兴南,08:52,08:54,00:27,84
3,桐乡,09:05,09:06,00:38,112
4,杭州东,09:24,09:26,00:56,159
5,诸暨,09:49,09:51,01:19,252
6,义乌,10:05,10:07,01:33,304
7,金华,10:23,10:25,01:49,352
8,衢州,10:46,10:52,02:10,438
9,上饶,11:20,11:24,02:38,545
10,鹰潭北,11:50,11:52,03:04,650
11,南昌西,12:27,12:33,03:39,795
12,新余北,13:05,13:07,04:11,917
13,萍乡北,13:35,13:39,04:39,1027
14,长沙南,14:11,14:16,05:11,1128
15,邵阳北,15:02,15:04,05:57,1314
16,怀化南,15:45,15:50,06:38,1469
17,凯里南,16:48,16:51,07:36,1513
18,贵阳东,17:25,17:29,08:10,1779
19,息烽,17:55,17:57,08:36,1831
20,遵义,18:24,18:26,09:03,1902
21,重庆西,19:45,19:45,10:22,2469
