Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,汉口,----,12:37,00:00,-
2,武汉,13:00,13:07,00:23,36
3,鄂州,13:29,13:31,00:45,98
4,黄石北,13:43,13:45,00:57,135
5,白沙铺,13:58,14:00,01:10,165
6,阳新,14:09,14:11,01:19,169
7,瑞昌西,14:29,14:31,01:37,233
8,庐山,14:43,14:45,01:49,253
9,共青城,15:03,15:05,02:07,301
10,永修,15:17,15:19,02:19,322
11,南昌西,15:39,15:44,02:39,376
12,抚州,16:21,16:24,03:16,477
13,南城,16:43,16:45,03:35,529
14,建宁县北,17:14,17:16,04:04,606
15,将乐,17:42,17:44,04:30,678
16,三明北,18:04,18:08,04:50,728
17,尤溪,18:26,18:28,05:08,770
18,莆田,19:21,19:26,06:01,924
19,泉州,19:51,19:58,06:26,993
20,厦门北,20:23,20:23,06:51,1064
