Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,石家庄北,15:22,15:22,00:00,-
2,辛集,16:13,16:17,00:51,85
3,衡水,16:56,16:56,01:30,132
