Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连,08:41,08:41,00:00,-
2,金州,09:06,09:09,00:25,33
3,普兰店,09:40,09:43,00:56,78
4,瓦房店,10:02,10:05,01:15,105
5,熊岳城,10:53,10:56,02:03,179
6,盖州,11:16,11:18,02:23,210
7,大石桥,11:44,11:47,02:49,240
8,海城,12:10,12:13,03:12,272
9,鞍山,12:39,12:42,03:38,308
10,辽阳,12:59,13:02,03:55,333
11,沈阳,13:51,14:10,04:44,397
12,沈阳北,14:17,14:24,04:51,397
13,铁岭,15:05,15:07,05:32,467
14,昌图,15:47,15:49,06:12,532
15,四平,16:28,16:35,06:51,585
16,八面城,16:57,17:00,07:13,613
17,双辽,17:47,17:51,08:00,675
18,茂林,18:30,18:33,08:39,736
19,保康,18:48,18:51,08:54,755
20,太平川,19:15,19:17,09:18,789
21,通榆,19:47,19:51,09:48,-
22,黑水,20:22,20:24,10:19,890
23,洮南,20:38,20:40,10:33,906
24,白城,21:08,21:18,11:01,938
25,镇赉,21:45,21:47,11:28,976
26,泰来,22:33,22:35,12:14,1040
27,齐齐哈尔,00:08,00:31,13:47,1156
28,扎兰屯,02:43,02:45,15:59,1330
29,博克图,04:26,04:32,17:40,1453
30,免渡河,05:48,05:51,18:56,1548
31,牙克石,06:18,06:22,19:23,1581
32,大雁,06:39,06:41,19:40,1599
33,海拉尔,07:42,07:42,20:41,1663
