Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,周口,12:12,12:12,00:00,-
2,漯河,13:02,13:31,00:50,64
3,西平,13:46,13:49,01:05,88
4,驻马店,14:16,14:19,01:32,130
5,确山,14:35,14:38,01:48,152
6,信阳,15:25,15:35,02:35,226
7,广水,16:19,16:22,03:19,293
8,花园,16:55,16:58,03:52,338
9,孝感,17:19,17:23,04:13,372
10,武昌,18:50,19:13,05:40,462
11,咸宁,20:22,20:28,06:49,542
12,赤壁,21:19,21:22,07:40,580
13,岳阳,22:30,22:36,08:48,677
14,长沙,00:03,00:12,10:15,824
15,衡阳,02:15,02:31,12:18,1010
16,郴州,04:12,04:21,13:59,1157
17,韶关东,06:00,06:06,15:38,1310
18,源潭,07:39,07:42,17:11,1463
19,广州,08:58,08:58,18:27,1531
