Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,温州南,12:47,12:47,00:00,-
2,乐清,13:02,13:04,00:15,35
3,温岭,13:28,13:30,00:39,99
4,台州,13:41,13:43,00:50,123
5,三门县,14:01,14:03,01:08,151
6,宁波,14:43,14:48,01:48,275
7,庄桥,14:57,14:59,01:57,283
8,余姚北,15:13,15:15,02:11,324
9,绍兴东,15:27,15:29,02:23,311
10,绍兴北,15:40,15:42,02:34,387
11,杭州东,16:02,16:04,02:54,254
12,德清,16:17,16:22,03:07,289
13,湖州,16:35,16:37,03:20,325
14,宜兴,16:54,16:56,03:37,381
15,瓦屋山,17:13,17:15,03:54,525
16,江宁,17:33,17:39,04:12,674
17,南京南,17:49,17:49,04:22,724
