Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明,----,19:43,00:00,-
2,曲靖,21:38,21:43,01:55,157
3,宣威,22:48,22:54,03:00,258
4,六盘水,00:24,00:30,04:30,389
5,贵阳,03:33,04:15,07:33,638
6,凯里,06:37,06:43,09:55,826
7,怀化,10:49,11:00,14:01,1095
8,溆浦,12:15,12:18,15:16,1213
9,新化,13:47,13:51,16:45,1317
10,娄底,15:06,15:12,18:00,1410
11,湘潭,16:20,16:25,19:08,1509
12,株洲,17:08,17:39,19:51,1535
13,萍乡,18:30,18:34,20:42,1616
14,宜春,19:17,19:20,21:25,1687
15,新余,19:55,19:59,22:00,1741
16,南昌,21:39,22:01,23:40,1902
17,光山,05:16,05:21,30:55,2363
18,潢川,05:35,05:40,31:09,2380
19,淮滨,06:18,06:22,31:47,2435
20,阜阳,08:08,08:39,33:33,2496
21,亳州,09:48,09:53,34:42,2600
22,商丘南,11:03,11:26,35:52,2664
23,曹县,12:19,12:24,36:45,2721
24,定陶,12:41,12:44,37:02,2748
25,菏泽,13:01,13:05,37:19,2769
26,梁山,13:50,14:00,38:04,-
27,阳谷,14:23,14:32,38:27,2883
28,聊城,14:59,15:07,38:54,2925
29,清河城,16:01,16:03,39:48,-
30,衡水,16:56,17:03,40:41,3077
31,任丘,18:53,18:56,42:31,3204
32,霸州,19:32,19:35,43:07,3259
33,天津,21:17,21:24,44:49,3346
34,塘沽,21:56,21:59,45:21,3386
35,唐山,23:15,23:18,46:37,3469
36,山海关,01:28,01:40,48:47,3642
37,锦州,04:24,04:29,51:31,3826
38,沟帮子,05:09,05:21,52:11,3890
39,大虎山,05:53,06:03,52:43,3932
40,沈阳北,07:55,08:09,54:35,4059
41,铁岭,08:52,08:55,55:18,4126
42,开原,09:17,09:19,55:40,4160
43,昌图,09:41,09:43,56:02,4191
44,四平,10:23,10:27,56:42,4244
45,公主岭,11:05,11:14,57:20,-
46,长春,11:58,12:13,58:04,4359
47,德惠,13:03,13:05,58:54,4440
48,哈尔滨西,14:49,14:49,60:38,4598
