Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,齐齐哈尔,----,10:03,00:00,-
2,高头,10:12,10:39,00:09,10
3,塔哈,10:57,10:59,00:27,30
4,富裕,11:22,11:29,00:50,63
5,小榆树,11:38,11:40,00:59,69
6,二道湾,11:49,11:51,01:08,82
7,青水山,11:59,12:05,01:16,90
8,团结,12:13,12:15,01:24,98
9,拉哈,12:25,12:28,01:34,111
10,光明,12:36,12:38,01:42,95
11,六合镇,12:47,12:49,01:51,129
12,八方,12:59,13:01,02:01,116
13,讷河,13:10,13:48,02:10,126
14,恒地营,13:59,14:01,02:21,164
15,老莱,14:10,14:12,02:30,173
16,伊拉哈,14:30,14:32,02:48,-
17,九三,14:41,14:44,02:57,206
18,弯道,14:52,15:00,03:05,215
19,鹤山,15:08,15:11,03:13,223
20,新高峰,15:22,15:32,03:24,229
21,新彦,15:42,15:45,03:34,235
22,嫩江,15:55,16:03,03:44,243
23,哈达阳,16:19,16:27,04:00,259
24,哈力图,16:36,16:38,04:09,269
25,红彦,16:53,16:55,04:24,290
26,达拉滨,17:22,17:24,04:51,316
27,大杨树东,17:37,17:40,05:04,329
28,大杨树,17:47,17:51,05:11,335
29,春亭阁,18:00,18:06,05:20,345
30,乌鲁布铁,18:22,18:24,05:36,361
31,朝阳村,18:37,18:39,05:49,378
32,讷尔克气,18:54,18:56,06:04,395
33,白桦排,19:09,19:22,06:17,408
34,加南,19:34,19:36,06:29,419
35,加格达奇,19:48,20:06,06:41,431
36,松树林,20:24,20:26,06:59,450
37,翠峰,20:40,20:46,07:13,465
38,小扬气,21:05,21:20,07:32,487
39,古源,21:33,21:35,07:45,503
40,劲松,21:51,21:57,08:01,524
41,新天,22:13,22:19,08:17,541
42,太阳沟,22:35,22:37,08:33,560
43,塔源,22:51,22:53,08:47,577
44,新林,23:23,23:29,09:17,607
45,大乌苏,23:43,23:49,09:31,623
46,碧州,00:05,00:12,09:47,643
47,翠岗,00:25,00:27,10:00,657
48,塔尔根,00:47,00:54,10:20,682
49,塔河,01:04,01:18,10:30,693
50,绣峰,01:41,01:43,10:53,718
51,瓦拉干,01:54,02:01,11:04,730
52,盘古,03:26,03:37,12:29,789
53,聂河,04:01,04:08,12:53,812
54,阿木尔,05:07,05:15,13:52,851
55,图强,05:40,05:44,14:17,879
56,漠河,06:17,06:34,14:50,906
57,古莲,06:55,06:55,15:11,923
