Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乔庄东,----,05:51,00:00,-
2,通州,06:00,06:10,00:09,-
3,北京,06:31,06:32,00:30,-
4,北京西,06:45,06:45,00:43,-
