Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,14:28,14:28,00:00,-
2,高碑店东,14:58,15:00,00:30,83
3,保定东,15:16,15:18,00:46,139
4,石家庄,15:54,15:56,01:22,281
5,邢台东,16:24,16:34,01:50,403
6,安阳东,17:02,17:11,02:18,516
7,鹤壁东,17:26,17:28,02:33,562
8,新乡东,17:44,17:46,02:49,626
9,郑州东,18:09,18:16,03:12,693
10,洛阳龙门,18:52,18:54,03:48,832
11,华山北,19:47,19:49,04:41,1091
12,渭南北,20:07,20:09,04:59,1149
13,西安北,20:27,20:47,05:17,1212
14,咸阳秦都,20:59,21:01,05:29,1242
15,杨陵南,21:19,21:21,05:47,1222
16,岐山,21:35,21:37,06:01,1263
17,宝鸡南,21:50,21:50,06:14,1300
