Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,----,07:44,00:00,-
2,长寿北,08:14,08:16,00:30,68
3,恩施,10:01,10:05,02:15,339
4,建始,10:27,10:34,02:37,374
5,宜昌东,11:59,12:06,04:02,553
6,荆州,12:41,12:45,04:37,641
7,潜江,13:10,13:12,05:02,711
8,天门南,13:32,13:34,05:22,762
9,汉川,13:50,13:52,05:38,799
10,汉口,14:16,14:45,06:02,845
11,武汉,15:08,15:18,06:25,881
12,鄂州,15:40,15:42,06:47,937
13,黄石北,15:54,16:01,06:59,966
14,阳新,16:19,16:22,07:17,1008
15,永修,17:13,17:15,08:08,1172
16,南昌西,17:36,17:41,08:29,1221
17,抚州,18:18,18:20,09:06,1322
18,南丰,18:49,18:51,09:35,1406
19,建宁县北,19:11,19:13,09:55,1451
20,泰宁,19:26,19:29,10:08,1481
21,三明北,20:01,20:05,10:40,1573
22,莆田,21:14,21:18,11:49,1769
23,泉州,21:45,21:48,12:16,1838
24,厦门北,22:15,22:15,12:43,1909
