Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,武汉,----,14:00,00:00,-
2,鄂州,14:22,14:24,00:22,56
3,黄石北,14:36,14:38,00:34,85
4,大冶北,14:46,14:48,00:42,95
5,白沙铺,14:57,14:59,00:51,100
6,阳新,15:08,15:12,01:00,105
7,瑞昌西,15:30,15:33,01:18,183
8,德安,15:57,15:59,01:42,253
9,南昌西,16:29,16:36,02:12,344
10,抚州,17:15,17:17,02:51,445
11,南丰,17:46,17:48,03:20,525
12,泰宁,18:17,18:20,03:49,604
13,将乐,18:37,18:39,04:06,646
14,三明北,19:00,19:05,04:27,696
15,尤溪,19:23,19:25,04:45,822
16,永泰,19:58,20:00,05:18,833
17,泉州,20:45,20:48,06:03,950
18,厦门北,21:14,21:14,06:29,1172
