Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州,----,18:00,00:00,-
2,张掖,23:27,23:34,05:27,547
3,嘉峪关,01:40,01:49,07:33,668
4,敦煌,05:53,05:53,11:37,1133
