Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,白河,17:35,17:35,00:00,-
2,松江河,19:18,19:23,01:43,90
3,氡泉,20:06,20:07,02:26,124
4,江源,21:39,21:41,03:58,194
5,白山市,22:02,22:06,04:19,217
6,通化,23:09,23:28,05:22,277
7,梅河口,01:58,02:28,07:52,407
8,清原,04:10,04:13,09:34,489
9,抚顺北,05:51,06:09,11:12,588
10,沈阳,07:03,07:35,12:06,653
11,辽阳,08:19,08:22,12:50,717
12,鞍山,08:41,08:44,13:09,742
13,海城,09:09,09:12,13:34,778
14,盖州,09:57,09:59,14:19,840
15,熊岳城,10:19,10:22,14:39,871
16,瓦房店,11:10,11:13,15:27,945
17,普兰店,11:33,11:35,15:47,972
18,金州,12:05,12:07,16:17,1017
19,大连,12:40,12:40,16:50,1050
