Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海南,----,12:01,00:00,-
2,松江,12:19,12:22,00:18,26
3,嘉善,12:46,12:49,00:42,62
4,嘉兴,13:04,13:10,00:57,80
5,海宁,13:30,13:33,01:17,108
6,杭州,14:26,14:34,02:10,173
7,诸暨,15:31,15:34,03:07,260
8,义乌,16:00,16:03,03:33,312
9,金华,16:47,16:54,04:17,360
10,龙游,17:32,17:35,04:55,415
11,衢州,18:02,18:12,05:22,446
12,上饶,19:40,19:44,06:50,481
13,横峰,20:12,20:16,07:18,605
14,鹰潭,21:00,21:06,08:02,597
15,新余,23:29,23:33,10:25,843
16,株洲,02:25,02:46,13:17,1049
17,衡阳,04:55,04:55,15:26,1183
