Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,温州南,08:05,08:05,00:00,-
2,青田,08:24,08:26,00:19,5
3,丽水,08:45,08:47,00:38,84
4,缙云西,09:01,09:04,00:52,89
5,永康南,09:16,09:19,01:04,94
6,武义北,09:30,09:32,01:15,99
7,金华,09:51,09:54,01:34,109
8,衢州,10:16,10:18,01:56,195
9,玉山南,10:37,10:39,02:15,263
10,南昌西,11:42,11:48,03:18,552
11,宜春,12:31,12:33,04:01,728
12,萍乡北,12:51,12:54,04:19,775
13,长沙南,13:26,13:38,04:51,880
14,湘潭北,13:52,13:57,05:05,-
15,娄底南,14:23,14:25,05:31,938
16,新化南,14:49,14:55,05:55,-
17,怀化南,15:30,15:33,06:30,1145
18,铜仁南,16:01,16:03,06:58,-
19,凯里南,16:38,16:40,07:33,1243
20,贵阳东,17:14,17:18,08:07,-
21,黔西,17:47,17:49,08:36,-
22,毕节,18:13,18:13,09:00,-
