Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳北,----,10:46,00:00,-
2,深圳坪山,11:06,11:08,00:20,36
3,葵潭,12:10,12:12,01:22,221
4,潮汕,12:48,12:53,01:58,305
5,饶平,13:12,13:16,02:17,346
6,诏安,13:26,13:29,02:27,364
7,漳浦,13:55,13:58,02:53,427
8,厦门北,14:33,14:37,03:28,514
9,泉州,15:02,15:05,03:53,585
10,莆田,15:30,15:38,04:18,654
11,福州南,16:08,16:18,04:48,740
12,罗源,16:48,16:51,05:18,804
13,福安,17:10,17:12,05:37,855
14,霞浦,17:26,17:28,05:51,887
15,苍南,17:59,18:01,06:22,977
16,温州南,18:24,18:26,06:45,1034
17,乐清,18:41,18:43,07:00,1069
18,雁荡山,19:00,19:02,07:17,1110
19,奉化,19:58,20:00,08:13,-
20,宁波,20:18,20:23,08:31,1309
21,余姚北,20:43,20:45,08:51,1358
22,绍兴东,20:57,21:05,09:03,1363
23,绍兴北,21:16,21:18,09:14,1421
24,杭州东,21:39,21:41,09:35,1411
25,桐乡,21:58,21:59,09:52,1511
26,上海虹桥,22:36,22:36,10:29,1570
