Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,丹东,14:40,14:40,00:00,-
2,五龙背,15:01,15:04,00:21,24
3,汤山城,15:14,15:16,00:31,33
4,一面山,15:28,15:35,00:43,45
5,凤凰城,15:49,16:11,00:57,60
6,叆河,16:30,16:30,01:16,-
7,大堡,16:45,16:47,01:31,91
8,石城,17:02,17:04,01:46,102
9,铁佛寺,17:15,17:15,01:57,108
10,边沟,17:20,17:20,02:02,114
11,佟家,17:30,17:30,02:12,119
12,庙阳,17:40,17:40,02:22,126
13,天桥,17:50,17:50,02:32,-
14,灌水,18:09,18:13,02:51,142
15,天桥沟,18:28,18:30,03:06,-
16,雅河,18:46,18:48,03:22,186
17,大雅河,19:10,19:12,03:44,208
18,五女山,19:28,19:33,04:00,230
19,桓龙湖,19:42,19:44,04:09,240
20,古城子,19:57,19:59,04:22,258
21,通化县,20:31,20:33,04:54,263
22,通化,20:51,20:51,05:12,268
