Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌鲁木齐,----,14:20,00:00,-
2,吐鲁番北,15:40,15:42,01:20,163
3,鄯善北,16:26,16:43,02:04,254
4,哈密,18:40,18:46,04:01,535
5,柳园,21:31,21:37,06:46,882
6,玉门,22:56,22:58,08:05,959
7,嘉峪关,00:16,00:24,09:23,1179
8,清水,01:11,01:13,10:10,1265
9,张掖,02:23,02:29,11:20,1402
10,金昌,04:03,04:09,12:54,1572
11,武威,04:50,04:57,13:35,1646
12,中卫,08:20,08:37,16:58,1898
13,定边,10:44,10:46,19:05,2138
14,绥德,12:47,12:52,21:06,2384
15,吕梁,13:46,13:52,22:00,2473
16,太原南,15:18,15:36,23:26,2585
17,阳泉北,16:37,16:41,24:27,2718
18,石家庄北,17:38,17:44,25:24,2879
19,保定,18:55,18:59,26:35,2967
20,北京西,20:22,20:22,27:58,3144
