Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆西,21:21,21:21,00:00,-
2,重庆北,21:51,22:00,00:30,30
3,涪陵,23:10,23:13,01:40,-
4,黔江,01:25,01:33,03:52,-
5,秀山,04:20,04:33,06:39,-
6,铜仁,05:54,06:00,08:00,-
7,怀化,07:17,07:42,09:17,-
8,靖州,11:12,11:18,12:47,-
9,通道,11:56,11:59,13:25,-
10,牙屯堡,12:29,12:32,13:55,-
11,三江县,13:04,13:07,14:27,-
12,融安,14:09,14:15,15:29,-
13,融水,14:39,14:44,15:53,-
14,柳州,16:16,16:36,17:25,927
15,来宾,17:26,17:31,18:15,-
16,贵港,19:04,19:09,19:48,-
17,玉林,20:21,20:31,21:00,-
18,河唇,21:56,22:00,22:25,-
19,化州,22:44,22:48,23:09,-
20,茂名西,23:20,23:42,23:41,-
21,茂名,23:55,00:01,23:54,-
22,佛山,04:19,04:25,28:12,-
23,广州,05:06,05:21,28:53,1186
24,深圳西,07:50,07:50,31:22,-
