Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,深圳东,15:38,15:38,00:00,-
2,东莞东,16:12,16:18,00:34,53
3,惠州,17:01,17:06,01:17,107
4,龙川,18:47,18:59,02:58,262
5,赣州,22:01,22:05,06:00,503
6,南昌,02:16,02:35,10:11,915
7,九江,04:30,04:36,12:06,1057
8,蕲春,06:29,06:34,13:59,1159
9,黄州,07:18,07:33,14:43,1213
10,麻城,08:14,08:20,15:24,1280
11,新县,09:04,09:07,16:08,1345
12,光山,09:33,09:38,16:34,1350
13,淮滨,10:27,10:30,17:23,1405
14,阜南,10:44,10:47,17:37,1422
15,阜阳,11:20,11:30,18:10,1466
16,亳州,12:53,13:08,19:33,1563
17,商丘南,13:51,13:54,20:16,1627
18,曹县,14:34,14:37,20:56,1684
19,菏泽,15:08,15:15,21:27,1732
20,聊城,16:43,16:55,22:55,1888
21,晏城,18:10,18:12,24:10,1980
22,济南,18:50,18:50,24:48,2012
