Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,赤峰,----,09:22,00:00,-
2,马林,09:43,09:46,00:21,21
3,热水,10:06,10:09,00:41,41
4,平庄,10:27,10:30,00:59,55
5,乃林,10:46,10:48,01:15,71
6,汐子,11:00,11:02,01:27,84
7,二龙,11:13,11:15,01:38,96
8,天义,11:28,11:31,01:51,109
9,沙海,11:45,11:47,02:05,124
10,叶柏寿,12:13,12:19,02:31,147
11,朝阳南,14:03,14:15,04:15,232
12,北票南,14:54,14:59,04:54,273
13,义县,15:58,16:02,05:53,321
14,锦州,17:00,17:26,06:51,369
15,葫芦岛,17:59,18:01,07:24,419
16,兴城,18:17,18:19,07:40,440
17,绥中,18:50,18:53,08:11,488
18,山海关,19:48,19:48,09:06,553
