Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆北,----,07:14,00:00,-
2,涪陵北,07:52,07:54,00:38,92
3,丰都,08:13,08:15,00:57,134
4,利川,09:08,09:10,01:50,278
5,恩施,09:41,09:45,02:21,339
6,宜昌东,11:27,11:32,04:03,553
7,荆州,12:06,12:08,04:37,641
8,潜江,12:33,12:35,05:02,711
9,汉川,13:09,13:24,05:36,799
10,汉口,13:47,13:56,05:59,845
11,红安西,14:25,14:27,06:28,917
12,金寨,15:08,15:10,07:09,1065
13,六安,15:27,15:29,07:26,1117
14,合肥南,15:54,16:01,07:51,1204
15,全椒,16:36,16:38,08:26,1305
16,南京南,16:59,17:03,08:47,1361
17,镇江,17:31,17:33,09:15,1435
18,丹阳,17:46,17:51,09:28,1463
19,常州,18:07,18:09,09:44,1507
20,无锡,18:24,18:27,09:59,1546
21,苏州,18:45,18:47,10:17,1588
22,昆山南,18:59,19:01,10:29,1622
23,上海虹桥,19:20,19:20,10:48,1672
