Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,龙岩,06:59,06:59,00:00,-
2,南靖,07:30,07:32,00:31,80
3,厦门北,08:02,08:06,01:01,156
4,晋江,08:24,08:26,01:19,202
5,泉州,08:38,08:40,01:31,227
6,莆田,09:05,09:07,01:56,296
7,福清,09:27,09:29,02:16,346
8,福州南,09:44,09:48,02:31,382
9,霞浦,10:43,10:45,03:26,529
10,太姥山,11:00,11:02,03:41,563
11,瑞安,11:34,11:36,04:13,497
12,温州南,11:48,11:50,04:25,676
13,乐清,12:05,12:07,04:40,711
14,温岭,12:31,12:33,05:04,775
15,三门县,12:59,13:01,05:30,845
16,宁波,13:41,13:45,06:10,951
17,余姚北,14:05,14:10,06:30,1000
18,绍兴东,14:22,14:24,06:42,1032
19,杭州东,14:51,14:56,07:09,1106
20,海宁西,15:08,15:10,07:21,1132
21,嘉兴南,15:25,15:27,07:36,1181
22,上海虹桥,15:57,16:01,08:06,1265
23,昆山南,16:21,16:23,08:26,1338
24,苏州,16:36,16:38,08:39,1372
25,无锡,16:54,16:56,08:55,-
26,常州,17:11,17:13,09:10,1453
27,丹阳,17:29,17:31,09:26,1498
28,镇江,17:43,17:45,09:38,1525
29,南京,18:08,18:08,10:01,1549
