Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,本溪,00:00,18:40,00:00,-
2,苏家屯,19:26,19:28,00:46,68
3,沈阳,19:46,20:01,01:04,10
4,沈阳北,20:09,20:19,01:12,18
5,铁岭,21:00,21:03,01:53,-
6,开原,21:25,21:27,02:15,-
7,昌图,21:48,21:50,02:36,-
8,公主岭,23:26,23:28,04:12,-
9,长春,00:12,00:20,04:56,-
10,哈尔滨东,03:11,03:39,07:47,-
11,绥化,05:01,05:08,09:09,-
12,四方台,05:33,05:50,09:34,-
13,张维屯,06:03,06:06,09:47,-
14,绥棱,06:23,06:35,10:04,-
15,东边井,06:51,06:53,10:20,-
16,海伦,07:04,07:07,10:31,-
17,海北,07:30,07:33,10:54,-
18,李家,08:10,08:12,11:31,-
19,赵光,08:32,08:40,11:51,-
20,北安,09:05,09:14,12:16,-
21,克东,09:37,09:41,12:39,-
22,克山,10:08,10:12,13:06,-
23,依安,10:56,10:58,13:50,-
24,富裕,12:05,12:07,14:57,-
25,塔哈,12:29,12:32,15:19,-
26,齐齐哈尔,12:58,12:58,15:45,1197
