Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,温州,----,18:50,00:00,-
2,青田,19:49,19:52,00:59,57
3,丽水,21:17,21:19,02:24,136
4,缙云,21:51,21:53,02:56,168
5,永康,22:24,22:29,03:27,201
6,武义,22:49,22:52,03:47,222
7,金华南,23:22,23:47,04:17,227
8,义乌,00:45,00:48,05:15,232
9,杭州,02:14,02:27,06:41,371
10,长兴南,03:39,03:44,07:53,497
11,宣城,04:51,04:54,09:00,611
12,芜湖,05:51,05:57,09:57,675
13,巢湖,06:39,06:43,10:39,752
14,合肥,07:32,07:45,11:28,816
15,六安,08:42,08:46,12:25,-
16,固始,10:10,10:19,13:49,993
17,商城,10:37,10:46,14:07,1015
18,潢川,11:12,11:36,14:33,1056
19,息县,12:21,12:27,15:18,-
20,罗山,12:48,12:51,15:39,1114
21,信阳,13:25,13:37,16:13,1160
22,桐柏,14:52,14:56,17:28,1237
23,唐河,15:42,15:46,18:14,1305
24,南阳,16:38,17:18,19:06,-
25,镇平,17:47,17:52,19:35,1394
26,西峡,18:44,18:47,20:27,1471
27,商南,19:45,19:48,21:25,1538
28,丹凤,20:32,20:35,22:09,1596
29,商洛,21:06,21:09,22:40,1635
30,西安,23:32,23:42,25:03,1815
31,宝鸡,01:35,01:55,26:56,1955
32,天水,03:38,03:50,28:39,2110
33,甘谷,04:32,04:37,29:21,-
34,陇西,05:34,05:40,30:18,2256
35,定西,06:36,06:41,31:14,2340
36,兰州,08:25,08:25,32:58,2458
