Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西安北,07:30,07:30,00:00,-
2,渭南北,07:47,07:49,00:17,63
3,华山北,08:08,08:10,00:36,121
4,三门峡南,08:36,08:38,01:02,257
5,洛阳龙门,09:09,09:12,01:33,380
6,郑州东,09:50,09:53,02:11,454
7,开封北,10:13,10:15,02:31,528
8,商丘,10:50,10:52,03:06,543
9,永城北,11:15,11:17,03:29,543
10,徐州东,11:44,11:47,03:56,563
11,蚌埠南,12:24,12:34,04:33,719
12,南京南,13:16,13:19,05:15,894
13,溧水,13:36,13:38,05:32,1260
14,宜兴,14:00,14:02,05:54,1343
15,湖州,14:18,14:20,06:10,1399
16,杭州东,14:41,14:54,06:31,1470
17,义乌,15:28,15:28,07:05,1579
