Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大理,11:53,11:53,00:00,-
2,云南驿,12:19,12:21,00:26,-
3,楚雄,12:55,12:57,01:00,158
4,广通北,13:11,13:13,01:14,128
5,禄丰南,13:29,13:31,01:30,182
6,昆明,14:07,14:12,02:06,341
7,昆明南,14:30,14:36,02:24,-
8,弥勒,15:05,15:07,02:53,-
9,普者黑,15:40,15:44,03:26,-
10,富宁,16:30,16:32,04:12,-
11,百色,17:10,17:14,04:50,-
12,平果,17:50,17:54,05:26,-
13,南宁,18:32,18:36,06:04,-
14,南宁东,18:47,18:55,06:15,-
15,宾阳,19:20,19:22,06:40,-
16,贵港,19:42,19:44,07:00,-
17,桂平,20:04,20:06,07:20,-
18,藤县,20:34,20:36,07:48,-
19,梧州南,20:48,20:51,08:00,-
20,肇庆东,21:41,21:43,08:50,-
21,佛山西,22:05,22:05,09:12,-
