Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州西,----,08:53,00:00,-
2,海石湾,09:57,09:59,01:04,-
3,乐都,10:23,10:25,01:28,-
4,西宁,11:04,11:11,02:07,102
5,门源,11:49,11:51,02:45,286
6,民乐,12:44,12:46,03:38,205
7,张掖西,13:13,13:17,04:05,269
8,临泽南,13:34,13:36,04:22,304
9,高台南,13:53,13:55,04:39,309
10,清水北,14:19,14:21,05:03,615
11,酒泉南,14:46,14:50,05:28,460
12,嘉峪关南,15:02,15:08,05:40,481
13,玉门,15:52,15:55,06:24,607
14,柳园南,16:59,17:00,07:28,770
15,哈密,18:36,18:42,09:04,1031
16,鄯善北,19:56,19:57,10:18,1312
17,吐鲁番北,20:25,20:26,10:46,1403
18,乌鲁木齐,21:20,21:20,11:40,1566
