Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,白河,----,10:48,00:00,-
2,火炬沟,10:56,10:56,00:08,11
3,二岔,11:06,11:06,00:18,20
4,露水河,11:26,11:28,00:38,30
5,影壁山,11:55,11:55,01:05,49
6,北岗,12:05,12:05,01:15,54
7,泉阳,12:11,12:13,01:21,66
8,板石河,12:31,12:31,01:39,69
9,柳毛沟,12:41,12:41,01:49,73
10,松江河,12:46,12:50,01:54,90
11,小山,13:00,13:00,02:04,89
12,黄泥崴子,13:20,13:20,02:24,104
13,仙人桥,13:34,13:36,02:38,111
14,氡泉,13:46,13:47,02:48,124
15,松树镇,14:13,14:17,03:14,143
16,青沟子,14:40,14:40,03:37,141
17,湾沟,14:54,14:56,03:51,163
18,江源,15:39,15:41,04:34,194
19,白山市,16:02,16:06,04:55,217
20,通化,17:26,17:26,06:15,277
