Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,杭州东,08:44,08:44,00:00,-
2,德清,08:57,09:02,00:13,35
3,湖州,09:15,09:17,00:26,71
4,长兴,09:26,09:28,00:35,91
5,溧阳,09:49,09:58,00:56,158
6,溧水,10:15,10:17,01:13,210
7,江宁,10:29,10:35,01:25,244
8,南京南,10:44,10:51,01:34,256
9,合肥南,11:43,11:54,02:26,413
10,六安,12:20,12:24,02:52,500
11,麻城北,13:13,13:15,03:41,661
12,汉口,13:55,14:06,04:21,772
13,天门南,14:41,14:47,04:56,855
14,仙桃西,15:01,15:03,05:10,886
15,宜昌东,16:07,16:23,06:14,1064
16,恩施,18:07,18:14,07:58,1278
17,利川,18:49,18:51,08:33,1339
18,石柱县,19:33,19:35,09:15,1434
19,丰都,19:54,19:56,09:34,1483
20,重庆北,20:50,20:56,10:28,1617
21,合川,21:21,21:23,10:53,1683
22,潼南,21:48,21:50,11:18,1732
23,遂宁,22:18,22:20,11:46,1784
24,成都东,23:18,23:18,12:44,1930
