Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,珠海,----,10:24,00:00,-
2,中山,10:49,10:51,00:25,46
3,广州南,11:21,11:26,00:55,116
4,佛山西,11:45,11:47,01:14,149
5,肇庆东,12:08,12:10,01:35,192
6,云浮东,12:31,12:40,01:56,254
7,梧州南,13:12,13:15,02:28,362
8,藤县,13:27,13:29,02:40,-
9,桂平,13:57,14:03,03:08,481
10,南宁东,15:01,15:05,04:06,598
11,南宁,15:16,15:20,04:17,690
12,隆安东,15:51,15:53,04:48,-
13,平果,16:03,16:07,04:58,798
14,田阳,16:33,16:35,05:24,882
15,百色,16:51,16:55,05:40,913
16,富宁,17:32,17:34,06:17,-
17,广南县,17:58,18:01,06:41,1104
18,普者黑,18:29,18:33,07:09,1196
19,石林西,19:18,19:21,07:54,1350
20,昆明南,19:40,19:40,08:13,1399
