Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州南,----,06:38,00:00,-
2,韶关,07:29,07:31,00:51,227
3,郴州西,08:02,08:04,01:22,377
4,衡阳东,08:37,08:39,01:55,530
5,株洲西,09:06,09:08,02:22,655
6,长沙南,09:27,09:30,02:41,707
7,岳阳东,10:04,10:06,03:15,854
8,咸宁北,10:37,10:39,03:46,984
9,武汉,11:04,11:10,04:11,1069
10,信阳东,11:53,11:56,04:54,1268
11,驻马店西,12:21,12:23,05:19,1386
12,郑州东,13:11,13:20,06:07,1605
13,兰考南,13:51,13:53,06:38,1710
14,商丘,14:17,14:19,07:02,1625
15,萧县北,14:50,14:52,07:33,1924
16,徐州东,15:11,15:32,07:52,1645
17,曲阜东,16:09,16:11,08:29,-
18,济南,16:49,16:54,09:07,1934
19,淄博,17:38,17:40,09:51,2044
20,潍坊,18:15,18:20,10:26,2144
21,青岛,19:34,19:34,11:40,2327
