Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌鲁木齐,----,22:44,00:00,-
2,吐鲁番,00:39,00:45,01:55,150
3,鄯善,02:07,02:13,03:17,298
4,哈密,04:55,05:12,05:59,535
5,柳园,08:57,09:03,09:44,882
6,疏勒河,11:04,11:06,11:45,1024
7,玉门,11:23,11:26,12:02,959
8,嘉峪关,13:02,13:10,13:38,1179
9,酒泉,13:29,13:32,13:57,1201
10,张掖,15:36,15:43,16:01,1402
11,金昌,17:37,17:43,17:55,1572
12,武威,18:36,18:44,18:48,1646
13,兰州,22:12,22:27,22:16,1754
14,定西,23:43,23:47,23:32,1872
15,陇西,00:40,00:44,24:25,1956
16,天水,02:48,02:56,26:29,2102
17,宝鸡,05:34,05:39,29:07,2257
18,杨陵,06:33,06:37,30:01,2345
19,咸阳,07:17,07:20,30:41,2407
20,西安,07:52,08:06,31:13,2430
21,灵宝,10:51,10:53,33:58,2841
22,三门峡,11:35,11:37,34:40,2695
23,洛阳,13:18,13:26,36:21,2817
24,巩义,14:13,14:16,37:08,3009
25,郑州,15:15,15:15,38:07,2941
