Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,徐州,----,18:42,00:00,-
2,萧县,19:09,19:13,00:27,-
3,淮北,19:34,19:39,00:48,62
4,宿州,20:33,20:38,01:42,114
5,固镇,21:08,21:12,02:12,161
6,蚌埠,22:06,22:23,03:06,204
7,滁州北,23:52,00:01,04:35,291
8,南京,00:45,00:52,05:19,348
9,常州,02:12,02:15,06:39,524
10,无锡,02:42,02:45,07:06,563
11,苏州,03:13,03:22,07:34,565
12,昆山,03:46,04:03,07:58,640
13,上海南,05:05,05:41,09:00,703
14,松江,06:02,06:05,09:21,729
15,嘉善,06:32,06:38,09:48,765
16,嘉兴,06:51,06:54,10:01,783
17,海宁,07:16,07:19,10:23,811
18,杭州,08:20,08:33,11:24,876
19,诸暨,10:11,10:14,13:02,963
20,义乌,10:45,10:48,13:33,1015
21,金华,11:30,11:36,14:15,-
22,衢州,14:08,14:13,16:47,1149
23,江山,14:32,14:32,17:06,1184
