Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,舒兰,00:00,06:26,00:00,-
2,吉舒,06:46,06:49,00:20,21
3,吉林,07:57,08:27,01:28,90
4,口前,08:56,08:58,01:57,-
5,双河镇,09:34,09:37,02:33,-
6,烟筒山,10:07,10:11,03:03,-
7,明城,10:25,10:29,03:17,-
8,磐石,10:58,11:01,03:46,-
9,朝阳镇,11:33,11:39,04:18,-
10,梅河口,12:13,12:32,04:52,-
11,山城镇,13:06,13:11,05:26,-
12,草市,13:27,13:31,05:42,-
13,清原,14:14,14:24,06:25,-
14,苍石,15:06,15:12,07:07,-
15,南杂木,15:24,15:30,07:19,-
16,章党,16:00,16:06,07:49,-
17,抚顺北,16:22,16:32,08:05,-
18,大官屯,16:43,16:46,08:16,-
19,李石寨,16:59,17:01,08:29,-
20,深井子,17:08,17:10,08:36,-
21,沈阳,17:40,17:40,09:06,-
