Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大连北,12:22,12:22,00:00,-
2,鲅鱼圈,13:02,13:04,00:40,149
3,辽阳,13:44,13:46,01:20,313
4,沈阳南,14:02,14:04,01:36,129
5,沈阳北,14:20,14:24,01:52,380
6,昌图西,14:57,14:59,02:25,452
7,四平东,15:15,15:17,02:41,503
8,长春西,15:43,15:45,03:07,621
9,哈尔滨西,16:42,16:45,04:04,861
10,哈尔滨,16:55,16:58,04:14,-
11,阿城北,17:21,17:23,04:37,-
12,帽儿山西,17:40,17:41,04:54,-
13,尚志南,17:55,17:57,05:08,-
14,苇河西,18:12,18:13,05:23,-
15,海林北,18:40,18:42,05:50,-
16,牡丹江,18:54,18:58,06:02,-
17,穆棱,19:28,19:30,06:32,-
18,绥芬河,20:02,20:02,07:04,-
