Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,烟台,----,17:40,00:00,-
2,桃村,18:25,18:27,00:45,54
3,徐家店,18:42,18:46,01:00,-
4,莱阳,19:10,19:14,01:24,98
5,莱西,19:32,19:35,01:42,128
6,蓝村,20:25,20:31,02:32,183
7,胶州,20:47,20:50,02:48,204
8,高密,21:14,21:18,03:12,124
9,潍坊,22:01,22:04,03:55,325
10,青州市,22:36,22:39,04:27,266
11,淄博,23:05,23:09,04:53,425
12,大明湖,00:13,00:29,05:57,-
13,聊城,02:25,03:11,07:53,648
14,衡水,04:52,05:21,09:34,800
15,藁城,06:18,06:20,10:31,840
16,石家庄北,06:57,07:17,11:08,887
17,太原,09:54,09:54,13:45,1112
