Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳,09:12,09:12,00:00,-
2,辽阳,09:36,09:38,00:24,64
3,鞍山西,09:49,09:51,00:35,95
4,盘锦,10:21,10:24,01:05,199
5,锦州南,10:58,10:59,01:39,297
6,山海关,11:53,11:56,02:33,462
7,秦皇岛,12:10,12:12,02:47,341
8,唐山,12:50,13:01,03:25,503
9,滨海北,13:17,13:19,03:41,-
10,天津西,13:43,13:53,04:05,627
11,霸州西,14:27,14:34,04:39,686
12,保定东,15:09,15:11,05:14,701
13,石家庄,15:47,15:50,05:50,843
14,邢台东,16:18,16:21,06:18,-
15,鹤壁东,17:02,17:04,06:59,-
16,郑州东,17:36,17:50,07:31,-
17,许昌东,18:12,18:14,07:53,-
18,漯河西,18:30,18:32,08:09,-
19,驻马店西,18:50,18:52,08:27,-
20,信阳东,19:17,19:19,08:52,-
21,孝感北,19:37,19:47,09:10,-
22,武汉,20:19,20:30,09:42,1852
23,赤壁北,21:03,21:05,10:15,-
24,岳阳东,21:26,21:28,10:36,-
25,长沙南,22:02,22:02,11:10,-
