Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昭通,09:33,09:33,00:00,-
2,昭通北,09:43,09:45,00:10,5
3,二道桥,09:57,10:00,00:22,10
4,彝良南,10:12,10:15,00:34,15
5,彝良,10:27,10:32,00:46,20
6,田梁子,10:45,10:47,00:59,25
7,邓家湾,11:02,11:04,01:14,30
8,苍坪,11:18,11:23,01:28,35
9,曾家坪子,11:35,11:38,01:40,40
10,大关,11:50,11:53,01:52,45
11,岔河,12:03,12:06,02:02,50
12,小关溪,12:21,12:24,02:17,55
13,沙沙坡,12:37,12:42,02:30,60
14,豆沙关,12:53,12:56,02:41,65
15,盐津,13:07,13:11,02:52,70
16,盐津北,13:23,13:26,03:04,75
17,普洱渡,13:54,13:58,03:32,80
18,滩头,14:13,14:16,03:47,85
19,铜鼓溪,14:28,14:31,03:59,90
20,小儿坪,14:43,14:48,04:11,95
21,横江,15:00,15:03,04:23,100
22,水富,15:18,15:22,04:38,105
23,宜宾南,15:47,15:51,05:03,110
24,宜宾,16:00,16:08,05:12,115
25,一步滩,16:40,16:46,05:44,120
26,敬梓场,17:03,17:11,06:01,125
27,王场,17:24,17:34,06:14,130
28,孔滩,17:45,17:47,06:25,135
29,俞冲,17:59,18:02,06:37,140
30,自贡,18:29,18:35,07:04,145
31,内江,19:52,19:52,08:21,184
