Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,灵丘,09:10,09:10,00:00,-
2,平型关,09:47,09:48,00:37,31
3,东淤地,09:59,10:01,00:48,41
4,东庄,10:10,10:11,00:57,49
5,大营,10:21,10:22,01:07,58
6,五台山,10:45,10:47,01:30,74
7,繁峙,11:21,11:23,02:04,102
8,下社,11:33,11:35,02:14,111
9,代县,11:53,11:55,02:32,133
10,阳明堡,12:07,12:09,02:44,145
11,原平,13:00,13:10,03:35,181
12,忻州,13:56,14:01,04:21,217
13,豆罗,14:19,14:21,04:39,232
14,平社,14:32,14:34,04:50,245
15,高村,14:48,14:50,05:04,261
16,阳曲,15:04,15:25,05:18,276
17,太原东,15:57,16:00,05:50,302
18,太原,16:06,16:06,05:56,305
