Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,11:58,11:58,00:00,-
2,昆山南,12:15,12:20,00:17,50
3,苏州北,12:32,12:36,00:29,81
4,常州北,12:58,13:00,00:51,165
5,镇江南,13:18,13:24,01:09,230
6,南京南,13:45,13:48,01:30,295
7,合肥,14:45,14:53,02:27,465
8,淮南南,15:20,15:22,02:54,-
9,凤台南,15:35,15:37,03:07,-
10,阜阳西,16:03,16:07,03:33,-
11,扶沟南,16:53,16:56,04:19,-
12,郑州东,17:44,17:48,05:07,656
13,安阳东,18:29,18:31,05:48,828
14,邯郸东,18:49,18:51,06:06,888
15,石家庄,19:31,19:59,06:46,1063
16,阳泉北,20:42,20:49,07:29,1166
17,太原南,21:35,21:35,08:15,1295
