Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌海西,16:58,16:58,00:00,-
2,乌海,17:21,17:27,00:23,26
3,巴彦高勒,18:23,18:25,01:19,109
4,临河,19:06,19:12,02:00,169
5,五原,19:47,19:49,02:35,226
6,乌拉特前旗,20:23,20:25,03:09,283
7,包头,21:34,21:54,04:18,387
8,包头东,22:09,22:13,04:33,403
9,呼和浩特,23:45,23:53,06:05,552
10,集宁南,01:26,01:32,07:38,710
11,丰镇,02:35,02:41,08:41,792
12,大同,03:23,03:31,09:23,837
13,柴沟堡,05:19,05:22,11:11,971
14,张家口,05:59,06:07,11:48,-
15,宣化,06:28,06:32,12:09,1040
16,沙城,07:21,07:26,12:58,1090
17,北京,09:49,09:49,15:21,-
