Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,沈阳南,07:12,07:12,00:00,-
2,沈阳,07:23,07:28,00:11,5
3,盘锦北,08:30,08:31,01:13,-
4,锦州南,08:56,09:03,01:38,-
5,东戴河,09:56,09:57,02:31,-
6,山海关,10:05,10:07,02:39,-
7,秦皇岛,10:21,10:28,02:53,-
8,滦河,10:53,10:55,03:18,-
9,唐山,11:13,11:17,03:36,-
10,天津西,11:52,11:56,04:11,-
11,沧州西,12:27,12:30,04:42,-
12,德州东,12:56,12:59,05:08,-
13,济南西,13:23,13:38,05:32,-
14,泰安,13:55,13:57,05:49,-
15,徐州东,14:48,15:05,06:40,-
16,永城北,15:31,15:33,07:06,-
17,砀山南,15:44,15:46,07:17,-
18,商丘,16:03,16:05,07:34,-
19,开封北,16:40,16:42,08:09,-
20,郑州东,17:03,17:07,08:30,-
21,许昌东,17:29,17:31,08:52,-
22,漯河西,17:47,17:49,09:08,-
23,驻马店西,18:07,18:09,09:26,-
24,信阳东,18:34,18:36,09:51,-
25,武汉,19:20,19:20,10:35,-
