Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,承德,----,10:43,00:00,-
2,承德东,10:55,10:56,00:12,10
3,上板城,11:07,11:08,00:23,19
4,上板城南,11:14,11:15,00:29,22
5,西大庙,11:26,11:27,00:40,29
6,新杖子,11:41,11:48,00:54,39
7,南湾子,11:59,12:00,01:05,47
8,下台子,12:32,12:33,01:37,57
9,洞庙河,12:41,12:42,01:45,63
10,鹰手营子,12:49,12:51,01:52,80
11,北马圈子,13:00,13:02,02:01,74
12,兴隆县,13:24,13:34,02:23,101
13,前苇塘,13:50,13:52,02:39,93
14,六道河子,14:05,14:10,02:52,98
15,密云北,16:11,16:14,04:53,166
16,统军庄,16:31,16:32,05:10,108
17,怀柔,16:41,16:43,05:19,188
18,庙城,16:49,16:50,05:25,118
19,高各庄,16:55,16:56,05:30,123
20,顺义,17:13,17:26,05:47,211
21,张辛,17:39,17:44,06:00,142
22,通州西,17:57,17:57,06:13,238
