Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,佳木斯,09:50,09:50,00:00,-
2,汤原,10:25,10:27,00:35,50
3,香兰,10:41,10:43,00:49,69
4,南岔,11:43,11:46,01:49,153
5,朗乡,12:24,12:26,02:27,200
6,铁力,13:27,13:30,03:28,280
7,绥化,14:42,14:49,04:40,382
8,哈尔滨西,16:28,17:00,06:19,514
9,双城堡,17:33,17:36,06:52,558
10,德惠,18:44,18:46,08:00,637
11,长春,19:42,20:05,08:56,718
12,公主岭,20:43,20:45,09:34,815
13,昌图,22:00,22:02,10:49,921
14,铁岭,22:44,22:47,11:31,985
15,沈阳,23:41,00:02,12:25,1055
16,锦州,03:47,03:57,16:10,1286
17,山海关,05:57,06:03,18:10,1470
18,唐山,08:06,08:18,20:13,1648
19,塘沽,09:12,09:14,21:07,1702
20,天津,10:30,10:42,22:23,1771
21,廊坊北,11:54,11:57,23:35,1841
22,北京,13:00,13:00,24:38,1756
