Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西安,----,22:15,00:00,-
2,渭南,22:58,23:00,00:43,56
3,洛阳,03:38,03:41,05:21,387
4,郑州,05:14,05:46,06:54,511
5,开封,06:31,06:51,07:39,583
6,兰考,07:19,07:21,08:07,626
7,商丘,08:20,08:26,09:06,714
8,菏泽,09:32,09:35,10:12,765
9,台前,10:33,10:36,11:10,907
10,聊城,11:12,11:19,11:46,965
11,衡水,13:05,13:09,13:32,1117
12,任丘,14:28,14:30,14:51,1244
13,霸州,15:06,15:08,15:27,1299
14,天津,16:46,16:56,17:05,1386
15,唐山,18:16,18:18,18:25,1509
16,滦县,19:06,19:36,19:13,1580
17,秦皇岛,20:53,20:58,20:30,1671
18,山海关,21:22,21:28,20:54,1687
19,葫芦岛,22:50,22:53,22:16,1821
20,锦州,23:32,23:36,22:55,1871
21,沈阳北,02:35,02:43,25:54,2116
22,四平,05:07,05:09,28:18,2301
23,公主岭,05:42,05:58,28:51,2354
24,长春,06:43,06:43,29:36,2416
