Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,运城北,08:10,08:10,00:00,-
2,闻喜西,08:24,08:26,00:14,32
3,襄汾西,08:47,08:49,00:35,91
4,临汾西,09:02,09:04,00:48,123
5,洪洞西,09:16,09:18,01:00,143
6,霍州东,09:36,09:38,01:18,187
7,介休东,10:00,10:02,01:40,245
8,平遥古城,10:12,10:14,01:50,263
9,祁县东,10:27,10:29,02:03,290
10,太谷西,10:40,10:42,02:14,309
11,太原南,11:02,11:09,02:34,356
12,阳泉北,11:55,11:58,03:20,485
13,石家庄,12:38,12:51,04:00,588
14,正定机场,13:04,13:11,04:13,625
15,保定东,13:41,13:45,04:43,730
16,高碑店东,14:03,14:29,05:01,786
17,北京西,15:01,15:01,05:33,869
