Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,汕头,----,08:30,00:00,-
2,潮州,09:03,09:08,00:33,37
3,揭阳南,09:28,09:33,00:53,-
4,丰顺,09:55,09:58,01:15,90
5,兴宁,10:59,11:02,02:16,162
6,龙川,12:15,12:30,03:29,232
7,河源,13:24,13:27,04:23,307
8,惠州,14:18,14:23,05:14,387
9,东莞东,15:07,15:13,05:58,441
10,广州,16:34,16:54,07:19,535
11,韶关东,19:10,19:16,09:35,756
12,郴州,20:55,21:00,11:14,909
13,衡阳,22:42,22:50,12:56,1056
14,株洲,00:14,00:20,14:20,1190
15,长沙,00:58,01:18,14:58,1242
16,益阳,02:22,02:30,16:02,-
17,常德,03:30,03:38,17:02,-
18,张家界西,05:07,05:22,18:31,-
19,龙山北,06:38,06:51,19:47,-
20,黔江,07:49,07:52,20:45,1952
21,武隆,09:05,09:08,21:58,2065
22,重庆北,11:34,11:34,24:24,2232
