Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,襄阳,----,12:00,00:00,-
2,枣阳,12:46,12:50,00:46,72
3,随州,13:53,14:03,01:49,149
4,安陆,14:39,14:42,02:25,210
5,云梦,14:59,15:02,02:42,237
6,汉口,15:58,16:38,03:38,315
7,孝感,17:35,17:41,04:35,385
8,花园,18:02,18:07,04:56,419
9,广水,18:38,18:42,05:27,464
10,信阳,19:50,19:53,06:35,529
11,确山,20:47,20:51,07:29,-
12,驻马店,21:05,21:10,07:43,625
13,西平,21:37,21:43,08:10,-
14,漯河,22:02,22:42,08:29,691
15,周口,23:32,23:58,09:19,757
16,项城,00:20,00:26,09:41,787
17,沈丘,00:44,00:50,09:59,806
18,阜阳,02:41,02:57,11:50,904
19,涡阳,03:48,03:56,12:41,980
20,淮北,04:52,04:57,13:37,1065
21,萧县,05:25,05:30,14:05,-
22,徐州,06:18,06:38,14:53,1127
23,枣庄西,07:27,07:29,15:42,1195
24,兖州,08:30,08:36,16:43,1290
25,泰山,09:32,09:36,17:39,1373
26,大明湖,10:42,10:52,18:45,-
27,淄博,12:04,12:24,19:57,1556
28,潍坊,13:29,13:35,21:02,1656
29,青岛北,16:14,16:14,23:41,1822
