Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,----,06:30,00:00,-
2,遂宁,07:27,07:32,00:57,146
3,合川,08:24,08:27,01:49,247
4,重庆北,08:52,09:02,02:14,313
5,长寿北,09:32,09:34,02:44,381
6,丰都,10:02,10:04,03:12,447
7,利川,10:58,11:06,04:06,591
8,恩施,11:39,11:46,04:39,652
9,建始,12:08,12:10,05:01,687
10,宜昌东,13:36,13:43,06:27,866
11,枝江北,14:02,14:04,06:46,910
12,荆州,14:23,14:25,07:05,954
13,潜江,14:50,14:52,07:30,1024
14,汉川,15:23,15:29,08:01,1112
15,汉口,15:56,16:10,08:28,1158
16,武汉,16:36,16:41,08:54,1194
17,鄂州,17:04,17:06,09:17,1349
18,黄石北,17:18,17:21,09:29,1270
19,大冶北,17:29,17:32,09:37,1280
20,阳新,17:46,17:48,09:51,1420
21,德安,18:27,18:30,10:30,1441
22,南昌西,19:00,19:04,11:00,1528
23,抚州,19:41,19:44,11:37,1629
24,建宁县北,20:28,20:30,12:21,1748
25,泰宁,20:43,20:46,12:34,1788
26,三明北,21:19,21:24,13:07,1880
27,尤溪,21:42,21:44,13:25,1912
28,永泰,22:18,22:20,13:59,2007
29,福州,22:45,22:45,14:24,2076
