Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,佛山西,----,12:03,00:00,-
2,三水南,12:15,12:21,00:12,-
3,肇庆东,12:33,12:41,00:24,43
4,广宁,12:57,13:07,00:40,-
5,怀集,13:24,13:29,00:57,138
6,贺州,13:59,14:08,01:27,228
7,阳朔,14:45,14:47,02:04,-
8,桂林西,15:11,15:15,02:28,411
9,榕江,16:21,16:29,03:34,607
10,三都县,16:53,17:12,03:58,682
11,都匀东,17:24,17:34,04:10,-
12,贵定县,17:53,17:54,04:29,-
13,龙里北,18:06,18:08,04:41,-
14,贵阳东,18:27,18:31,05:00,-
15,清镇西,18:50,18:52,05:19,-
16,黔西,19:07,19:09,05:34,-
17,毕节,19:34,19:36,05:59,-
18,镇雄,19:54,19:56,06:17,-
19,威信,20:08,20:10,06:29,-
20,兴文,20:32,20:34,06:51,-
21,宜宾西,21:01,21:05,07:18,-
22,泥溪,21:21,21:23,07:34,-
23,眉山东,22:07,22:11,08:18,-
24,彭山北,22:19,22:23,08:26,-
25,成都东,22:51,22:51,08:54,1470
