Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,07:56,07:56,00:00,-
2,德阳,08:19,08:21,00:23,66
3,绵阳,08:38,08:40,00:40,113
4,江油,08:58,09:00,00:58,162
5,广元,09:39,09:45,01:37,171
6,汉中,10:28,10:31,02:20,416
7,城固北,10:42,10:52,02:31,444
8,鄠邑,11:40,11:50,03:19,613
9,西安北,12:10,12:25,03:39,658
10,渭南北,12:48,12:50,04:02,721
11,大荔,13:08,13:11,04:20,-
12,永济北,13:30,13:33,04:39,-
13,闻喜西,14:01,14:03,05:07,-
14,襄汾西,14:24,14:26,05:28,-
15,洪洞西,14:45,14:47,05:47,-
16,介休东,15:21,15:23,06:21,-
17,太原南,15:59,15:59,06:57,1237
