Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,----,06:24,00:00,-
2,余姚北,06:43,06:45,00:19,49
3,绍兴东,06:57,06:59,00:31,54
4,绍兴北,07:10,07:12,00:42,112
5,杭州东,07:31,07:33,01:01,155
6,余杭,07:44,07:46,01:12,117
7,桐乡,07:58,08:00,01:24,149
8,上海虹桥,08:35,08:47,01:59,261
9,苏州北,09:10,09:21,02:22,342
10,常州北,09:46,09:48,02:47,426
11,镇江南,10:06,10:08,03:05,491
12,南京南,10:28,10:33,03:25,411
13,宿州东,11:35,11:37,04:27,819
14,徐州东,11:56,11:59,04:46,742
15,萧县北,12:17,12:23,05:04,747
16,商丘,12:55,12:57,05:36,752
17,兰考南,13:20,13:22,05:59,907
18,郑州东,13:54,13:54,06:31,767
