Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,福州,----,11:44,00:00,-
2,尤溪,13:24,13:26,01:40,153
3,三明北,13:52,13:58,02:06,195
4,南昌西,18:11,18:48,06:19,271
5,庐山,19:56,19:59,07:27,663
6,瑞昌,20:18,20:22,07:46,699
7,阳新,21:10,21:19,08:34,824
8,黄石,21:47,21:51,09:02,804
9,鄂州,22:26,22:28,09:37,831
10,武昌,00:01,00:21,11:10,973
11,孝感,01:22,01:25,12:11,999
12,信阳,02:59,03:02,13:45,1200
13,驻马店,04:03,04:21,14:46,1239
14,漯河,05:12,05:18,15:37,1305
15,平顶山,06:34,06:41,16:53,1383
16,宝丰,07:16,07:21,17:28,-
17,汝州,07:58,08:02,18:05,1454
18,洛阳,09:30,09:49,19:33,1546
19,三门峡,11:36,11:39,21:20,1668
20,华山,13:29,13:31,23:10,1810
21,渭南,14:21,14:24,24:00,1877
22,西安,15:24,15:42,25:00,1855
23,蒲城东,16:53,16:55,26:11,2041
24,富县东,18:20,18:22,27:36,2051
25,延安,19:04,19:08,28:18,2121
26,子长,20:35,20:39,29:45,2205
27,绥德,22:05,22:11,31:11,2288
28,榆林,23:36,23:51,32:36,2390
29,东胜西,02:41,02:51,35:26,2583
30,包头,04:48,04:59,37:23,2694
31,呼和浩特东,06:49,06:49,39:13,2867
