Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西宁,16:35,16:35,00:00,-
2,平安驿,17:02,17:06,00:27,31
3,乐都,17:25,17:29,00:46,61
4,海石湾,17:57,18:00,01:14,110
5,兰州,19:24,19:41,02:38,120
6,白银西,21:26,21:30,04:23,207
7,景泰,23:21,23:23,06:14,390
8,中卫,01:58,02:05,08:49,426
9,银川,04:52,05:07,11:36,588
10,石嘴山,05:48,05:54,12:17,739
11,惠农,07:17,07:33,13:40,786
12,乌海,08:10,08:14,14:17,834
13,临河,09:48,09:54,15:51,977
14,乌拉特前旗,11:00,11:02,16:57,1091
15,包头,12:13,12:22,18:08,1195
16,包头东,12:37,12:41,18:23,1211
17,呼和浩特,14:03,14:03,19:45,1360
