Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,08:42,00:00,-
2,昆山南,09:01,09:06,00:19,50
3,苏州园区,09:16,09:23,00:29,74
4,苏州,09:30,09:32,00:36,84
5,无锡,09:47,09:49,00:51,126
6,常州,10:04,10:06,01:06,165
7,镇江,10:30,10:33,01:30,237
8,南京南,11:04,11:06,02:01,295
9,合肥南,11:58,12:07,02:53,452
10,六安,12:31,12:33,03:17,539
11,金寨,12:52,13:02,03:36,607
12,红安西,13:47,13:49,04:21,739
13,汉口,14:20,14:32,04:52,811
14,荆州,15:47,15:50,06:07,1031
15,宜昌东,16:25,16:35,06:42,1119
16,巴东,17:29,17:31,07:36,-
17,建始,18:06,18:08,08:11,1298
18,恩施,18:31,18:37,08:34,1333
19,利川,19:12,19:14,09:09,1394
20,石柱县,19:54,19:56,09:49,1473
21,长寿北,20:41,20:43,10:34,1604
22,重庆北,21:13,21:13,11:04,1656
