Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,敦煌,20:50,20:50,00:00,-
2,嘉峪关,23:57,00:05,03:07,363
3,张掖,01:59,02:06,05:01,586
4,兰州西,07:06,07:13,10:01,1123
5,兰州,07:25,07:25,10:13,938
