Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,锦州,----,06:50,00:00,-
2,桃园,06:58,07:00,00:08,6
3,女儿河,07:06,07:08,00:14,11
4,高桥镇,07:23,07:25,00:29,30
5,营北,07:30,07:30,00:34,49
6,柳树屯,07:55,07:57,00:59,56
7,孔家沟,08:00,08:00,01:02,70
8,郭家屯,08:37,08:39,01:39,85
9,串子沟,08:50,08:52,01:50,96
10,大徐屯,09:00,09:00,01:58,105
11,鸽子洞,09:10,09:10,02:08,122
12,四家子,09:20,09:20,02:18,137
13,杨树湾,09:59,10:01,02:57,142
14,杨家店,10:10,10:10,03:06,148
15,南桥,10:21,10:23,03:17,155
16,建昌,10:48,10:51,03:42,176
17,南汤,11:00,11:00,03:51,186
18,宣家沟,11:10,11:10,04:01,207
19,金杖子,11:39,12:00,04:30,213
20,田家沟,12:10,12:10,04:40,221
21,任家店,12:20,12:20,04:50,228
22,北磴,12:30,12:30,05:00,245
23,杨杖子,13:04,13:06,05:34,253
24,刀尔登,13:14,13:16,05:42,259
25,东营子,13:30,13:30,05:56,276
26,东沟门,13:52,13:54,06:18,282
27,魏杖子,14:06,14:08,06:30,289
28,三十家,14:18,14:20,06:40,294
29,水泉,14:42,14:44,07:02,310
30,凌源,15:11,15:16,07:29,336
31,凌源东,15:25,15:27,07:38,340
32,叶柏寿,16:18,16:18,08:29,367
