Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,02:27,00:00,-
2,昆山,03:01,03:06,00:34,49
3,苏州,03:30,03:35,00:58,91
4,无锡,04:03,04:08,01:26,133
5,常州,04:35,04:40,01:53,172
6,南京,06:08,06:17,03:21,308
7,蚌埠,08:38,08:44,05:42,485
8,徐州,10:58,11:13,07:56,649
9,商丘,12:55,13:01,09:38,795
10,民权,13:38,13:42,10:15,847
11,兰考,14:04,14:08,10:37,883
12,开封,14:40,14:44,11:09,926
13,郑州,15:30,16:00,11:55,998
14,洛阳,17:54,18:00,13:49,1122
15,三门峡西,19:58,20:08,15:47,1267
16,西安,00:23,00:46,20:02,1509
17,安康,04:46,05:06,24:02,1289
18,达州,08:30,08:37,27:26,1565
19,渠县,09:24,09:28,28:13,2162
20,广安,09:58,10:02,28:43,2200
21,重庆西,11:32,11:32,30:13,-
