Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆西,11:07,11:07,00:00,-
2,大足南,11:34,11:36,00:27,-
3,内江北,11:56,11:58,00:47,149
4,资阳北,12:19,12:21,01:08,219
5,成都东,12:47,12:54,01:34,302
6,德阳,13:17,13:19,01:57,368
7,绵阳,13:36,13:38,02:14,415
8,江油,13:55,13:58,02:31,454
9,广元,14:38,14:44,03:11,580
10,汉中,15:28,15:31,03:55,718
11,城固北,15:42,15:44,04:06,-
12,鄠邑,16:32,16:35,04:54,688
13,西安北,16:57,17:11,05:16,960
14,华山北,17:41,17:43,05:46,1081
15,三门峡南,18:09,18:11,06:12,1217
16,洛阳龙门,18:42,18:45,06:43,1340
17,郑州东,19:23,19:23,07:21,1483
