Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,温州,----,14:50,00:00,-
2,青田,15:44,15:46,00:54,57
3,丽水,16:55,16:58,02:03,136
4,缙云,17:30,17:32,02:35,168
5,永康,18:03,18:05,03:06,201
6,武义,18:25,18:27,03:26,222
7,金华南,18:52,19:17,03:51,227
8,义乌,19:54,19:57,04:28,232
9,诸暨,20:25,20:28,04:56,284
10,杭州,21:33,21:54,06:01,371
11,德清西,22:38,22:43,06:45,439
12,长兴南,23:21,23:26,07:23,497
13,宣城,00:33,00:38,08:30,611
14,芜湖,01:29,01:35,09:21,675
15,合肥,03:10,03:25,10:56,816
16,淮南,04:26,04:31,11:57,989
17,阜阳,06:05,06:20,13:31,1115
18,亳州,08:21,08:26,15:32,1141
19,商丘南,09:15,09:32,16:21,1283
20,定陶,10:33,10:38,17:22,1340
21,菏泽,10:55,11:00,17:39,1388
22,郓城,11:33,11:37,18:12,-
23,梁山,11:53,11:57,18:28,1468
24,聊城,12:51,13:02,19:22,1544
25,临清,13:45,14:20,20:05,1590
26,清河城,14:40,14:42,20:25,1616
27,枣强,15:18,15:20,21:01,1665
28,衡水,15:55,16:12,21:36,1696
29,辛集,16:44,16:46,22:08,1743
30,石家庄北,17:51,18:26,23:13,1828
31,太原,20:22,20:22,25:09,2053
