Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,乌鲁木齐,----,22:28,00:00,-
2,吐鲁番,00:23,00:29,01:55,150
3,鄯善,01:51,01:57,03:17,298
4,哈密,04:39,04:52,05:59,535
5,柳园,08:26,08:36,09:33,882
6,玉门,10:37,10:39,11:34,959
7,嘉峪关,12:15,12:30,13:10,1179
8,酒泉,12:49,12:51,13:29,1201
9,高台,14:06,14:08,14:44,1308
10,张掖,15:00,15:06,15:36,1402
11,山丹,15:39,15:41,16:09,1455
12,金昌,17:05,17:13,17:33,1572
13,武威,18:04,18:10,18:24,1646
14,兰州,21:58,22:19,22:12,1754
15,陇南,02:12,02:18,26:05,2323
16,广元,03:45,03:53,27:32,2806
17,江油,06:30,06:34,30:09,2912
18,绵阳,07:11,07:16,30:46,2954
19,德阳,07:58,08:03,31:28,3008
20,成都,08:53,08:53,32:18,3069
